"product_name","date_received","date_sent","date_difference","days"
"Mortgage","2014-03-12","2014-03-12",0,1
"Credit card","2014-03-25","2014-03-25",0,1
"Mortgage","2014-03-17","2014-03-17",0,1
"Payday loan","2014-03-07","2014-03-12",5,6
"Mortgage","2014-02-27","2014-03-05",6,7
"Consumer Loan","2014-03-17","2014-03-20",3,4
"Mortgage","2014-02-27","2014-03-05",6,7
"Bank account or service","2014-03-12","2014-03-14",2,3
"Mortgage","2014-03-25","2014-03-25",0,1
"Mortgage","2014-02-27","2014-03-05",6,7
"Debt collection","2014-03-07","2014-03-14",7,8
"Debt collection","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-21","2014-03-21",0,1
"Mortgage","2014-03-12","2014-03-13",1,2
"Debt collection","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-07","2014-03-07",0,1
"Credit card","2014-03-07","2014-03-10",3,4
"Credit reporting","2014-03-07","2014-04-07",31,32
"Bank account or service","2014-03-07","2014-03-11",4,5
"Mortgage","2014-03-21","2014-03-28",7,8
"Credit card","2014-03-12","2014-03-17",5,6
"Mortgage","2014-03-12","2014-03-13",1,2
"Bank account or service","2014-03-07","2014-03-10",3,4
"Mortgage","2014-03-25","2014-03-25",0,1
"Bank account or service","2014-03-17","2014-03-17",0,1
"Credit card","2014-03-12","2014-03-17",5,6
"Debt collection","2014-03-25","2014-03-25",0,1
"Debt collection","2014-03-17","2014-03-17",0,1
"Payday loan","2014-03-07","2014-03-07",0,1
"Debt collection","2014-03-13","2014-03-18",5,6
"Debt collection","2014-02-27","2014-02-28",1,2
"Debt collection","2014-03-07","2014-03-07",0,1
"Debt collection","2014-02-27","2014-02-27",0,1
"Debt collection","2014-03-07","2014-03-14",7,8
"Mortgage","2014-03-17","2014-03-21",4,5
"Debt collection","2014-03-17","2014-03-17",0,1
"Credit card","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-21","2014-04-04",14,15
"Bank account or service","2014-03-05","2014-03-07",2,3
"Debt collection","2014-03-07","2014-03-14",7,8
"Debt collection","2014-03-17","2014-03-21",4,5
"Mortgage","2014-03-25","2014-03-25",0,1
"Credit reporting","2014-03-21","2014-03-21",0,1
"Debt collection","2014-03-31","2014-03-31",0,1
"Credit card","2014-03-21","2014-03-21",0,1
"Mortgage","2014-03-17","2014-03-17",0,1
"Mortgage","2014-03-17","2014-03-21",4,5
"Credit reporting","2014-03-07","2014-03-07",0,1
"Credit reporting","2014-03-21","2014-04-03",13,14
"Credit reporting","2014-03-21","2014-03-21",0,1
"Debt collection","2014-03-21","2014-04-29",39,40
"Mortgage","2014-03-17","2014-03-17",0,1
"Mortgage","2014-03-17","2014-03-17",0,1
"Student loan","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-12","2014-03-13",1,2
"Credit card","2014-03-12","2014-03-17",5,6
"Credit reporting","2014-03-25","2014-03-27",2,3
"Credit reporting","2014-03-07","2014-03-07",0,1
"Credit reporting","2014-03-07","2014-03-07",0,1
"Debt collection","2014-03-07","2014-03-21",14,15
"Mortgage","2014-03-17","2014-03-17",0,1
"Credit card","2014-03-21","2014-03-21",0,1
"Mortgage","2014-03-21","2014-03-21",0,1
"Debt collection","2014-03-07","2014-03-11",4,5
"Mortgage","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-07","2014-03-13",6,7
"Debt collection","2014-03-25","2014-03-25",0,1
"Student loan","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-17","2014-03-21",4,5
"Credit reporting","2014-03-17","2014-03-17",0,1
"Debt collection","2014-03-21","2014-03-28",7,8
"Credit card","2014-03-13","2014-03-12",-1,0
"Debt collection","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-07","2014-03-07",0,1
"Credit card","2014-03-21","2014-03-28",7,8
"Credit reporting","2014-03-17","2014-03-17",0,1
"Debt collection","2014-03-07","2014-03-07",0,1
"Credit card","2014-03-17","2014-03-20",3,4
"Credit card","2014-03-17","2014-03-17",0,1
"Credit reporting","2014-03-21","2014-03-21",0,1
"Credit reporting","2014-03-07","2014-03-10",3,4
"Mortgage","2014-03-21","2014-03-28",7,8
"Payday loan","2014-03-12","2014-03-18",6,7
"Credit card","2014-03-12","2014-03-17",5,6
"Bank account or service","2014-03-21","2014-03-28",7,8
"Credit reporting","2014-03-25","2014-03-25",0,1
"Debt collection","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-21","2014-03-28",7,8
"Mortgage","2014-03-21","2014-03-28",7,8
"Debt collection","2014-03-31","2014-03-31",0,1
"Mortgage","2014-03-21","2014-03-28",7,8
"Mortgage","2014-03-21","2014-03-28",7,8
"Credit reporting","2014-03-31","2014-03-31",0,1
"Credit card","2014-03-12","2014-03-12",0,1
"Bank account or service","2014-03-17","2014-03-17",0,1
"Debt collection","2014-03-17","2014-03-20",3,4
"Mortgage","2014-03-12","2014-03-12",0,1
"Debt collection","2014-03-07","2014-03-13",6,7
"Mortgage","2014-03-31","2014-03-31",0,1
"Bank account or service","2014-03-12","2014-03-18",6,7
"Mortgage","2014-03-17","2014-03-25",8,9
"Consumer Loan","2014-03-17","2014-03-21",4,5
"Mortgage","2014-03-21","2014-03-31",10,11
"Mortgage","2014-03-17","2014-03-17",0,1
"Credit reporting","2014-03-07","2014-03-26",19,20
"Debt collection","2014-03-31","2014-04-16",16,17
"Debt collection","2014-03-21","2014-04-03",13,14
"Credit reporting","2014-03-31","2014-05-09",39,40
"Mortgage","2014-03-25","2014-03-25",0,1
"Mortgage","2014-03-17","2014-03-21",4,5
"Credit card","2014-03-17","2014-03-17",0,1
"Debt collection","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-12","2014-03-12",0,1
"Credit reporting","2014-03-12","2014-03-18",6,7
"Bank account or service","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-07","2014-03-13",6,7
"Mortgage","2014-03-07","2014-03-07",0,1
"Bank account or service","2014-03-12","2014-03-12",0,1
"Credit reporting","2014-03-07","2014-03-10",3,4
"Mortgage","2014-03-26","2014-03-25",-1,0
"Mortgage","2014-03-26","2014-03-25",-1,0
"Credit reporting","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-17","2014-03-17",0,1
"Mortgage","2014-03-21","2014-04-07",17,18
"Credit reporting","2014-03-07","2014-03-24",17,18
"Mortgage","2014-03-26","2014-03-25",-1,0
"Credit reporting","2014-03-26","2014-03-25",-1,0
"Credit reporting","2014-03-21","2014-06-19",90,91
"Mortgage","2014-03-12","2014-03-25",13,14
"Debt collection","2014-03-17","2014-03-17",0,1
"Bank account or service","2014-03-17","2014-03-17",0,1
"Credit reporting","2014-03-26","2014-03-25",-1,0
"Debt collection","2014-03-17","2014-03-17",0,1
"Bank account or service","2014-03-12","2014-03-12",0,1
"Bank account or service","2014-03-07","2014-03-07",0,1
"Bank account or service","2014-03-12","2014-03-13",1,2
"Credit reporting","2014-03-26","2014-03-25",-1,0
"Bank account or service","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-21","2014-03-28",7,8
"Debt collection","2014-03-17","2014-03-17",0,1
"Credit card","2014-03-07","2014-03-13",6,7
"Credit reporting","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-26","2014-03-30",4,5
"Credit card","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-21","2014-04-21",31,32
"Credit reporting","2014-03-26","2014-03-26",0,1
"Mortgage","2014-03-26","2014-03-25",-1,0
"Mortgage","2014-03-12","2014-03-13",1,2
"Credit reporting","2014-03-26","2014-04-08",13,14
"Mortgage","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-12","2014-03-12",0,1
"Debt collection","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-21","2014-03-21",0,1
"Debt collection","2014-03-31","2014-03-31",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-26","2014-04-07",12,13
"Mortgage","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-26","2014-03-25",-1,0
"Credit card","2014-03-12","2014-03-17",5,6
"Mortgage","2014-03-12","2014-03-19",7,8
"Debt collection","2014-03-18","2014-03-20",2,3
"Credit reporting","2014-03-18","2014-03-17",-1,0
"Credit card","2014-03-18","2014-03-20",2,3
"Mortgage","2014-03-12","2014-03-18",6,7
"Mortgage","2014-03-12","2014-03-18",6,7
"Debt collection","2014-03-18","2014-03-17",-1,0
"Mortgage","2014-03-12","2014-03-17",5,6
"Mortgage","2014-03-26","2014-03-30",4,5
"Bank account or service","2014-03-26","2014-03-28",2,3
"Bank account or service","2014-03-26","2014-03-26",0,1
"Mortgage","2014-03-12","2014-03-18",6,7
"Mortgage","2014-03-12","2014-03-19",7,8
"Debt collection","2014-03-18","2014-03-17",-1,0
"Bank account or service","2014-03-21","2014-03-28",7,8
"Mortgage","2014-03-12","2014-03-18",6,7
"Debt collection","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-18","2014-03-20",2,3
"Debt collection","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-26","2014-03-26",0,1
"Debt collection","2014-03-18","2014-03-17",-1,0
"Mortgage","2014-03-18","2014-03-17",-1,0
"Credit card","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit card","2014-03-12","2014-03-17",5,6
"Mortgage","2014-03-12","2014-03-18",6,7
"Credit reporting","2014-03-26","2014-04-25",30,31
"Bank account or service","2014-03-18","2014-03-17",-1,0
"Credit reporting","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-18","2014-03-20",2,3
"Mortgage","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-12","2014-03-19",7,8
"Mortgage","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-31","2014-03-31",0,1
"Mortgage","2014-03-21","2014-03-27",6,7
"Mortgage","2014-03-12","2014-03-13",1,2
"Credit card","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-07","2014-03-10",3,4
"Debt collection","2014-03-18","2014-03-17",-1,0
"Debt collection","2014-03-18","2014-03-20",2,3
"Consumer Loan","2014-03-18","2014-03-17",-1,0
"Mortgage","2014-03-18","2014-03-17",-1,0
"Debt collection","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-12","2014-03-12",0,1
"Credit reporting","2014-03-07","2014-03-07",0,1
"Debt collection","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-31","2014-04-22",22,23
"Credit card","2014-03-21","2014-04-15",25,26
"Mortgage","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-18","2014-03-18",0,1
"Mortgage","2014-03-21","2014-03-21",0,1
"Credit reporting","2014-03-31","2014-04-22",22,23
"Mortgage","2014-03-26","2014-03-26",0,1
"Mortgage","2014-03-12","2014-03-13",1,2
"Mortgage","2014-03-12","2014-03-12",0,1
"Mortgage","2014-03-12","2014-03-12",0,1
"Bank account or service","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-18","2014-03-21",3,4
"Debt collection","2014-03-07","2014-03-13",6,7
"Mortgage","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-07","2014-03-07",0,1
"Money transfers","2014-03-18","2014-03-18",0,1
"Credit reporting","2014-03-18","2014-03-18",0,1
"Mortgage","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-26","2014-03-26",0,1
"Bank account or service","2014-03-31","2014-04-03",3,4
"Bank account or service","2014-03-26","2014-04-01",6,7
"Credit card","2014-03-21","2014-03-28",7,8
"Credit card","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-18","2014-03-21",3,4
"Credit card","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-13","2014-03-13",0,1
"Credit reporting","2014-03-31","2014-04-01",1,2
"Credit card","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-21","2014-03-25",4,5
"Bank account or service","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-13","2014-03-13",0,1
"Mortgage","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-31","2014-03-31",0,1
"Mortgage","2014-03-26","2014-04-01",6,7
"Bank account or service","2014-03-26","2014-04-01",6,7
"Consumer Loan","2014-03-18","2014-03-18",0,1
"Credit card","2014-03-21","2014-03-21",0,1
"Debt collection","2014-03-13","2014-03-12",-1,0
"Debt collection","2014-03-13","2014-03-12",-1,0
"Credit card","2014-03-31","2014-04-07",7,8
"Credit card","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-31","2014-04-07",7,8
"Credit reporting","2014-03-21","2014-03-21",0,1
"Mortgage","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-26","2014-03-26",0,1
"Student loan","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-07","2014-03-07",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-13","2014-03-12",-1,0
"Student loan","2014-03-13","2014-03-12",-1,0
"Bank account or service","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-13","2014-03-12",-1,0
"Mortgage","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-26","2014-03-26",0,1
"Debt collection","2014-03-21","2014-03-28",7,8
"Money transfers","2014-03-31","2014-04-03",3,4
"Bank account or service","2014-03-21","2014-03-28",7,8
"Mortgage","2014-03-21","2014-03-28",7,8
"Mortgage","2014-03-18","2014-03-21",3,4
"Credit card","2014-03-07","2014-03-10",3,4
"Bank account or service","2014-03-26","2014-03-26",0,1
"Debt collection","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-07","2014-03-07",0,1
"Debt collection","2014-03-13","2014-03-20",7,8
"Mortgage","2014-03-31","2014-04-07",7,8
"Debt collection","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-26","2014-04-01",6,7
"Credit reporting","2014-03-21","2014-03-21",0,1
"Mortgage","2014-03-21","2014-03-28",7,8
"Debt collection","2014-03-13","2014-03-13",0,1
"Credit reporting","2014-03-26","2014-04-10",15,16
"Bank account or service","2014-03-13","2014-03-18",5,6
"Debt collection","2014-03-13","2014-03-13",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Bank account or service","2014-03-13","2014-03-13",0,1
"Credit reporting","2014-03-31","2014-04-02",2,3
"Debt collection","2014-03-13","2014-03-13",0,1
"Debt collection","2014-03-13","2014-03-13",0,1
"Debt collection","2014-03-13","2014-03-18",5,6
"Mortgage","2014-03-07","2014-04-17",41,42
"Bank account or service","2014-03-26","2014-04-24",29,30
"Debt collection","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-13","2014-03-18",5,6
"Credit reporting","2014-03-21","2014-03-21",0,1
"Credit reporting","2014-03-13","2014-04-07",25,26
"Credit card","2014-03-18","2014-03-18",0,1
"Bank account or service","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-21","2014-03-21",0,1
"Credit card","2014-03-18","2014-03-18",0,1
"Credit reporting","2014-03-07","2014-03-28",21,22
"Debt collection","2014-03-21","2014-03-26",5,6
"Mortgage","2014-03-07","2014-03-10",3,4
"Credit reporting","2014-03-18","2014-03-21",3,4
"Credit card","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-26","2014-04-14",19,20
"Credit card","2014-03-13","2014-03-13",0,1
"Credit reporting","2014-03-26","2014-03-26",0,1
"Mortgage","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-21","2014-03-28",7,8
"Credit reporting","2014-03-26","2014-04-07",12,13
"Mortgage","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-31","2014-03-31",0,1
"Credit reporting","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-18","2014-06-10",84,85
"Credit card","2014-03-13","2014-03-13",0,1
"Mortgage","2014-03-26","2014-03-31",5,6
"Mortgage","2014-03-18","2014-03-18",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit card","2014-03-18","2014-03-18",0,1
"Student loan","2014-03-07","2014-03-10",3,4
"Debt collection","2014-03-26","2014-04-01",6,7
"Consumer Loan","2014-03-13","2014-03-18",5,6
"Debt collection","2014-03-31","2014-03-31",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-13","2014-03-13",0,1
"Bank account or service","2014-03-13","2014-03-18",5,6
"Debt collection","2014-03-18","2014-03-21",3,4
"Debt collection","2014-03-13","2014-03-18",5,6
"Credit reporting","2014-03-21","2014-03-27",6,7
"Mortgage","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-18","2014-03-18",0,1
"Debt collection","2014-03-26","2014-03-26",0,1
"Debt collection","2014-03-13","2014-05-01",49,50
"Bank account or service","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-07","2014-03-21",14,15
"Mortgage","2014-03-13","2014-03-18",5,6
"Student loan","2014-03-07","2014-03-11",4,5
"Credit card","2014-03-26","2014-04-01",6,7
"Debt collection","2014-03-31","2014-03-31",0,1
"Credit card","2014-03-18","2014-03-21",3,4
"Debt collection","2014-03-26","2014-04-29",34,35
"Bank account or service","2014-03-18","2014-03-21",3,4
"Payday loan","2014-03-07","2014-03-20",13,14
"Debt collection","2014-03-13","2014-03-13",0,1
"Debt collection","2014-03-26","2014-04-01",6,7
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit reporting","2014-03-13","2014-04-30",48,49
"Credit reporting","2014-03-13","2014-04-30",48,49
"Mortgage","2014-03-26","2014-03-26",0,1
"Mortgage","2014-03-31","2014-04-03",3,4
"Credit card","2014-03-26","2014-03-26",0,1
"Credit reporting","2014-03-07","2014-03-07",0,1
"Debt collection","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-18","2014-03-18",0,1
"Mortgage","2014-03-07","2014-03-10",3,4
"Credit reporting","2014-03-18","2014-03-21",3,4
"Debt collection","2014-03-13","2014-03-18",5,6
"Student loan","2014-03-13","2014-03-13",0,1
"Debt collection","2014-03-31","2014-03-31",0,1
"Mortgage","2014-03-18","2014-03-21",3,4
"Credit reporting","2014-03-18","2014-03-18",0,1
"Debt collection","2014-03-18","2014-03-19",1,2
"Debt collection","2014-03-26","2014-03-26",0,1
"Mortgage","2014-03-07","2014-03-07",0,1
"Debt collection","2014-03-26","2014-05-06",41,42
"Bank account or service","2014-03-26","2014-03-31",5,6
"Credit card","2014-03-07","2014-03-13",6,7
"Credit reporting","2014-03-07","2014-03-07",0,1
"Credit reporting","2014-03-31","2014-03-31",0,1
"Debt collection","2014-03-13","2014-03-13",0,1
"Mortgage","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-07","2014-03-07",0,1
"Credit card","2014-03-18","2014-03-18",0,1
"Debt collection","2014-03-26","2014-05-12",47,48
"Credit card","2014-03-18","2014-03-18",0,1
"Bank account or service","2014-03-07","2014-03-07",0,1
"Bank account or service","2014-03-18","2014-03-21",3,4
"Debt collection","2014-03-26","2014-03-31",5,6
"Mortgage","2014-03-31","2014-04-03",3,4
"Debt collection","2014-03-13","2014-03-18",5,6
"Mortgage","2014-03-26","2014-04-01",6,7
"Student loan","2014-03-31","2014-03-31",0,1
"Bank account or service","2014-03-18","2014-03-21",3,4
"Mortgage","2014-03-07","2014-03-10",3,4
"Bank account or service","2014-03-07","2014-03-12",5,6
"Bank account or service","2014-03-13","2014-03-13",0,1
"Mortgage","2014-03-26","2014-03-31",5,6
"Debt collection","2014-03-26","2014-04-18",23,24
"Debt collection","2014-03-13","2014-03-13",0,1
"Mortgage","2014-03-13","2014-03-13",0,1
"Student loan","2014-03-07","2014-03-19",12,13
"Debt collection","2014-03-13","2014-03-18",5,6
"Credit card","2014-03-07","2014-03-10",3,4
"Debt collection","2014-03-07","2014-03-10",3,4
"Debt collection","2014-03-13","2014-03-21",8,9
"Bank account or service","2014-03-26","2014-04-01",6,7
"Debt collection","2014-03-26","2014-03-26",0,1
"Debt collection","2014-03-26","2014-03-28",2,3
"Mortgage","2014-03-31","2014-04-03",3,4
"Mortgage","2014-03-07","2014-03-11",4,5
"Bank account or service","2014-03-31","2014-04-04",4,5
"Debt collection","2014-03-31","2014-04-03",3,4
